DN	Draw Date	L1	L2	L3	L4	L5	L6
1874	17-Mar-20	08	09	30	34	38	42
1875	19-Mar-20	01	07	14	29	36	41
1876	21-Mar-20	12	21	23	31	36	38
1877	24-Mar-20	05	07	16	17	32	33
1878	26-Mar-20	02	08	26	30	33	37
1879	28-Mar-20	03	07	08	22	34	35
1880	19-Jul-20	07	10	23	24	31	40
1881	8-Aug-20	06	07	22	27	32	40
1882	11-Aug-20	10	12	16	20	24	34
1883	13-Aug-20	06	10	14	16	31	38
1884	15-Aug-20	04	06	18	24	38	39
1885	18-Aug-20	03	04	11	28	33	38
1886	20-Aug-20	07	10	14	25	27	37
1887	22-Aug-20	02	11	12	15	21	40
1888	25-Aug-20	15	17	25	37	38	39
1889	27-Aug-20	03	05	14	19	20	23
1890	29-Aug-20	12	16	21	31	39	42
1891	1-Sep-20	15	21	24	29	34	36
1892	3-Sep-20	03	06	10	11	19	33
1893	5-Sep-20	09	18	25	32	35	42
1894	8-Sep-20	05	11	16	25	39	41
1895	10-Sep-20	02	07	10	17	18	29
1896	12-Sep-20	07	19	21	29	32	39
1897	15-Sep-20	10	18	22	25	27	28
1898	17-Sep-20	02	05	12	14	29	41
1899	22-Sep-20	05	09	10	16	35	40
1900	24-Sep-20	07	09	12	18	29	38
1901	26-Sep-20	06	13	17	22	23	39
1902	29-Sep-20	02	03	23	24	31	36
1903	1-Oct-20	05	14	16	22	23	33
1904	3-Oct-20	14	22	31	36	39	42
1905	6-Oct-20	14	22	34	35	41	42
1906	8-Oct-20	02	21	23	36	37	41
1907	10-Oct-20	10	16	29	30	33	41
1908	13-Oct-20	04	10	16	23	29	31
1909	15-Oct-20	04	17	18	19	35	37
1910	17-Oct-20	10	14	15	19	27	38
1911	20-Oct-20	03	12	28	29	31	38
1912	22-Oct-20	02	06	18	20	25	37
1913	24-Oct-20	07	11	14	31	35	36
1914	27-Oct-20	01	07	14	23	25	42
1915	29-Oct-20	01	04	07	12	27	40
1916	31-Oct-20	01	21	26	27	40	41
1917	3-Nov-20	02	15	23	24	31	39
1918	5-Nov-20	04	10	20	21	27	32
1919	7-Nov-20	01	04	20	28	36	39
1920	10-Nov-20	01	04	13	14	27	33
1921	12-Nov-20	05	07	10	13	30	41
1922	14-Nov-20	09	23	27	29	39	41
1923	17-Nov-20	02	05	07	18	26	30
1924	19-Nov-20	05	14	15	22	23	34
1925	21-Nov-20	02	03	13	22	31	42
1926	24-Nov-20	09	19	24	29	39	41
1927	26-Nov-20	14	21	22	27	29	36
1928	28-Nov-20	06	12	22	28	30	32
1929	1-Dec-20	09	13	19	25	28	34
1930	3-Dec-20	03	05	20	23	25	39
1931	5-Dec-20	02	06	12	13	18	39
1932	8-Dec-20	02	12	16	24	36	39
1933	10-Dec-20	01	15	21	24	32	41
1934	12-Dec-20	03	08	22	28	32	37
1935	15-Dec-20	11	17	18	35	36	37
1936	17-Dec-20	05	11	20	22	25	39
1937	19-Dec-20	06	11	15	33	34	42
1938	22-Dec-20	01	04	05	27	28	33
1939	24-Dec-20	09	14	16	28	33	41
1940	26-Dec-20	15	22	23	24	34	37
1941	29-Dec-20	09	11	23	25	31	39
1942	31-Dec-20	06	13	24	25	34	42
1943	2-Jan-21	07	08	09	23	35	39
1944	5-Jan-21	07	25	27	31	34	36
1945	7-Jan-21	03	09	11	16	25	26
1946	9-Jan-21	08	09	17	25	33	34
1947	12-Jan-21	01	06	27	33	38	40
1948	14-Jan-21	01	04	17	22	30	33
1949	16-Jan-21	09	21	28	29	32	40
1950	19-Jan-21	02	13	16	22	27	35
1951	21-Jan-21	01	06	10	32	35	41
1952	23-Jan-21	02	04	05	12	26	28
1953	26-Jan-21	03	09	19	23	24	41
1954	28-Jan-21	18	19	26	29	30	35
1955	30-Jan-21	13	16	18	20	22	30
1956	2-Feb-21	09	12	18	25	37	38
1957	4-Feb-21	03	10	13	19	27	37
1958	6-Feb-21	05	07	17	18	20	30
1959	9-Feb-21	02	05	13	17	20	26
1960	11-Feb-21	03	12	16	21	23	30
1961	13-Feb-21	04	08	27	30	33	41
1962	16-Feb-21	05	08	10	16	36	37
1963	18-Feb-21	01	17	18	30	38	42
1964	20-Feb-21	02	15	26	31	37	38
1965	23-Feb-21	01	04	24	37	39	40
1966	25-Feb-21	02	04	08	12	17	24
1967	27-Feb-21	18	23	26	29	35	37
1968	2-Mar-21	02	12	18	25	28	38
1969	4-Mar-21	04	14	19	24	25	30
1970	9-Mar-21	04	15	28	36	38	42
1971	11-Mar-21	04	18	20	32	38	39
1972	16-Mar-21	15	19	24	30	34	38
1973	18-Mar-21	01	19	20	23	29	33
1974	20-Mar-21	02	17	21	22	32	37
1975	23-Mar-21	12	15	21	22	25	31
1976	25-Mar-21	04	16	17	27	31	39
1977	27-Mar-21	04	09	10	25	32	38
1978	30-Mar-21	02	09	13	24	39	40
1979	6-Apr-21	03	12	18	21	23	33
1980	8-Apr-21	02	11	16	19	26	39
1981	10-Apr-21	06	12	14	16	36	37
1982	13-Apr-21	05	07	14	18	26	37
1983	15-Apr-21	10	21	22	33	41	42
1984	17-Apr-21	02	03	20	22	32	37
1985	20-Apr-21	05	09	10	25	30	35
1986	22-Apr-21	12	17	19	21	24	39
1987	24-Apr-21	01	09	18	19	35	37
1988	27-Apr-21	02	15	19	25	31	41
1989	29-Apr-21	05	13	19	27	32	40
1990	1-May-21	05	06	11	12	35	41
1991	4-May-21	02	06	08	14	22	29
1992	6-May-21	02	14	19	23	34	41
1993	8-May-21	03	06	08	15	24	36
1994	11-May-21	04	11	14	22	26	41
1995	13-May-21	05	12	20	32	40	42
1996	15-May-21	13	14	21	27	29	40
1997	18-May-21	02	07	20	22	26	32
1998	20-May-21	02	09	15	28	36	42
1999	22-May-21	04	14	33	35	36	37
2000	25-May-21	01	15	26	29	36	40
2001	27-May-21	05	11	21	25	31	39
2002	29-May-21	13	23	24	26	27	41
2003	1-Jun-21	11	20	24	26	31	37
2004	3-Jun-21	01	06	14	24	32	40
2005	5-Jun-21	01	03	05	09	12	21
2006	8-Jun-21	01	07	22	32	38	42
2007	10-Jun-21	13	15	17	27	35	42
2008	12-Jun-21	01	06	09	16	35	41
2009	15-Jun-21	05	21	26	33	38	39
2010	17-Jun-21	06	08	09	21	41	42
2011	19-Jun-21	02	06	20	23	28	31
2012	22-Jun-21	07	13	14	23	29	35
2013	24-Jun-21	01	04	06	32	34	36
2014	26-Jun-21	08	14	15	22	30	36
2015	29-Jun-21	02	04	07	24	32	41
2016	1-Jul-21	01	02	09	20	26	32
2017	3-Jul-21	03	15	25	27	35	39
2018	6-Jul-21	07	12	17	31	32	39
2019	8-Jul-21	14	17	18	25	32	34
2020	10-Jul-21	01	03	04	17	27	33
2021	13-Jul-21	06	21	25	28	36	39
2022	15-Jul-21	19	20	29	34	36	39
2023	17-Jul-21	08	09	21	27	32	34
2024	20-Jul-21	10	15	17	24	31	40
2025	22-Jul-21	04	09	20	29	33	41
2026	24-Jul-21	12	19	30	31	34	39
2027	27-Jul-21	04	08	18	38	41	42
2028	29-Jul-21	07	12	21	29	33	35
2029	31-Jul-21	06	07	11	28	29	39
2030	3-Aug-21	14	16	25	26	29	36
2031	5-Aug-21	07	08	11	19	29	33
2032	7-Aug-21	15	22	24	26	31	37
2033	10-Aug-21	02	10	12	15	29	41
2034	12-Aug-21	09	13	15	20	33	40
2035	14-Aug-21	02	14	17	22	32	42
2036	17-Aug-21	03	19	25	29	32	34
2037	19-Aug-21	04	11	15	20	26	33
2038	21-Aug-21	01	03	05	09	26	41
2039	24-Aug-21	05	08	09	17	34	42
2040	26-Aug-21	01	15	17	33	34	41
2041	28-Aug-21	02	17	21	25	29	41
2042	31-Aug-21	01	03	16	27	31	37
2043	2-Sep-21	07	14	15	23	35	40
2044	4-Sep-21	09	14	16	26	30	41
2045	7-Sep-21	01	02	07	25	30	40
2046	9-Sep-21	06	10	17	19	23	40
2047	11-Sep-21	07	15	19	34	35	41
2048	14-Sep-21	02	06	08	12	27	35
2049	16-Sep-21	02	12	13	28	31	33
2050	18-Sep-21	02	08	12	18	29	30
2051	21-Sep-21	20	24	34	36	40	42
2052	23-Sep-21	03	10	15	27	33	34
2053	25-Sep-21	07	09	15	17	34	35
2054	28-Sep-21	02	06	09	10	18	29
2055	30-Sep-21	07	08	11	23	28	40
2056	2-Oct-21	04	12	16	17	22	36
2057	5-Oct-21	10	15	18	24	27	36
2058	7-Oct-21	07	09	13	17	37	38
2059	9-Oct-21	12	18	19	28	30	33
2060	12-Oct-21	02	04	14	22	30	33
2061	14-Oct-21	03	15	16	23	25	32
2062	16-Oct-21	03	11	15	16	22	25
2063	19-Oct-21	16	25	26	28	32	39
2064	21-Oct-21	07	15	22	26	33	38
2065	23-Oct-21	01	03	07	19	41	42
2066	26-Oct-21	04	13	25	26	29	32
2067	28-Oct-21	04	09	14	25	28	37
2068	30-Oct-21	05	15	19	26	32	42
2069	2-Nov-21	04	15	20	29	30	36
2070	4-Nov-21	06	14	22	33	34	35
2071	6-Nov-21	04	08	22	24	27	29
2072	9-Nov-21	01	16	19	21	22	26
2073	11-Nov-21	15	16	21	25	35	38
2074	13-Nov-21	09	15	21	25	35	37
2075	16-Nov-21	04	17	27	31	34	35
2076	18-Nov-21	11	19	23	30	36	42
2077	20-Nov-21	01	10	12	15	17	38
2078	23-Nov-21	04	19	24	35	36	40
2079	25-Nov-21	02	13	21	28	38	41
2080	27-Nov-21	05	07	12	13	24	30
2081	30-Nov-21	01	09	10	14	31	33
2082	2-Dec-21	04	05	09	20	21	30
2083	4-Dec-21	04	08	11	19	21	42
2084	7-Dec-21	01	04	08	11	15	36
2085	9-Dec-21	03	11	18	28	38	39
2086	11-Dec-21	05	23	25	30	32	41
2087	14-Dec-21	02	05	06	17	23	28
2088	16-Dec-21	07	13	22	25	31	40
2089	18-Dec-21	08	10	17	29	35	39
2090	21-Dec-21	05	07	18	33	35	40
2091	23-Dec-21	03	08	12	13	15	27
2092	28-Dec-21	17	23	24	27	38	40
2093	30-Dec-21	02	13	14	29	32	41
2094	4-Jan-22	01	08	11	12	16	18
2095	6-Jan-22	01	07	09	12	23	24
2096	8-Jan-22	15	18	22	25	32	41
2097	11-Jan-22	03	25	28	31	35	36
2098	13-Jan-22	07	14	15	18	27	33
2099	15-Jan-22	10	16	18	28	29	32
2100	18-Jan-22	16	19	23	30	36	38
2101	20-Jan-22	05	07	15	17	20	33
2102	22-Jan-22	08	09	15	34	35	36
2103	25-Jan-22	06	20	24	26	35	39
2104	27-Jan-22	03	08	12	27	28	36
2105	29-Jan-22	14	19	27	33	35	42
2106	1-Feb-22	04	06	15	18	20	34
2107	3-Feb-22	17	18	24	30	32	33
2108	5-Feb-22	09	15	20	22	23	30
2109	8-Feb-22	08	18	19	23	28	39
2110	10-Feb-22	13	15	26	37	38	39
2111	12-Feb-22	07	12	15	24	25	32
2112	15-Feb-22	04	05	23	26	37	41
2113	17-Feb-22	01	02	14	24	38	39
2114	19-Feb-22	17	21	29	30	31	37
2115	22-Feb-22	03	06	13	19	21	30
2116	24-Feb-22	03	06	12	15	20	29
2117	26-Feb-22	02	10	15	16	28	37
2118	1-Mar-22	11	14	16	18	24	42
2119	3-Mar-22	10	28	30	31	33	40
2120	5-Mar-22	11	18	33	34	36	39
2121	8-Mar-22	12	15	28	32	36	42
2122	10-Mar-22	10	13	18	22	28	35
2123	12-Mar-22	03	18	19	24	25	41
2124	15-Mar-22	06	14	18	30	32	40
2125	17-Mar-22	01	05	07	20	22	25
2126	19-Mar-22	08	17	18	19	20	33
2127	22-Mar-22	07	17	34	36	40	41
2128	24-Mar-22	07	23	30	36	37	42
2129	26-Mar-22	14	25	26	35	39	41
2130	29-Mar-22	04	08	20	26	35	37
2131	31-Mar-22	16	17	19	27	33	36
2132	2-Apr-22	16	18	19	25	34	38
2133	5-Apr-22	04	05	22	31	34	37
2134	7-Apr-22	22	25	27	33	36	42
2135	9-Apr-22	07	09	14	16	27	31
2136	12-Apr-22	02	03	04	05	26	28
2137	19-Apr-22	08	10	11	26	29	30
2138	21-Apr-22	03	07	12	29	35	36
2139	23-Apr-22	02	21	22	28	37	39
2140	26-Apr-22	10	15	17	18	24	33
2141	28-Apr-22	06	24	25	33	39	42
2142	30-Apr-22	04	17	21	25	33	39
2143	3-May-22	07	10	19	20	22	40
2144	5-May-22	04	07	09	19	23	41
2145	7-May-22	08	14	16	22	24	37
2146	10-May-22	02	07	13	18	28	37
2147	12-May-22	02	10	15	20	33	37
2148	14-May-22	10	18	19	25	31	33
2149	17-May-22	08	13	15	22	33	37
2150	19-May-22	03	08	18	24	34	40
2151	21-May-22	08	32	34	35	36	37
2152	24-May-22	11	12	13	26	29	34
2153	26-May-22	04	18	19	29	34	41
2154	28-May-22	09	11	13	17	23	30
2155	31-May-22	02	07	20	21	25	29
2156	2-Jun-22	03	13	14	28	36	37
2157	4-Jun-22	02	04	07	22	24	35
2158	7-Jun-22	09	13	22	36	38	42
2159	9-Jun-22	01	18	24	33	36	39
2160	11-Jun-22	02	20	22	27	34	40
2161	14-Jun-22	01	06	21	38	41	42
2162	16-Jun-22	13	18	25	31	33	41
2163	18-Jun-22	08	11	15	23	33	36
2164	21-Jun-22	06	07	12	14	17	18
2165	23-Jun-22	05	06	13	24	39	40
2166	25-Jun-22	04	14	24	27	39	40
2167	28-Jun-22	08	18	23	26	29	31
2168	30-Jun-22	13	14	18	20	31	38
2169	2-Jul-22	01	09	10	15	17	35
2170	5-Jul-22	06	11	17	18	29	31
2171	7-Jul-22	08	09	10	13	41	42
2172	9-Jul-22	02	03	13	18	26	27
2173	12-Jul-22	08	09	12	31	33	35
2174	14-Jul-22	02	03	08	13	15	42
2175	16-Jul-22	04	08	31	32	38	41
2176	19-Jul-22	09	12	14	16	18	36
2177	21-Jul-22	07	10	16	19	21	40
2178	23-Jul-22	05	11	17	21	23	25
2179	26-Jul-22	02	05	24	30	32	37
2180	28-Jul-22	08	15	22	25	26	37
2181	30-Jul-22	11	12	14	15	32	33
2182	2-Aug-22	01	14	18	26	27	29
2183	4-Aug-22	01	12	21	23	29	32
2184	6-Aug-22	04	05	20	31	37	39
2185	9-Aug-22	03	15	19	33	40	42
2186	11-Aug-22	02	18	19	26	35	42
2187	13-Aug-22	12	20	24	26	39	41
2188	16-Aug-22	05	08	12	13	19	25
2189	18-Aug-22	05	07	12	18	25	33
2190	20-Aug-22	01	18	28	31	34	35
2191	23-Aug-22	12	14	23	28	33	36
2192	25-Aug-22	01	16	20	25	40	42
2193	27-Aug-22	18	21	23	25	32	33
2194	30-Aug-22	11	22	25	27	33	38
2195	1-Sep-22	06	07	10	15	18	36
2196	3-Sep-22	03	14	19	40	41	42
2197	6-Sep-22	04	13	21	30	36	42
2198	8-Sep-22	27	31	33	35	36	41
2199	10-Sep-22	02	11	19	23	31	34
2200	13-Sep-22	15	20	23	28	35	40
2201	24-Sep-22	05	13	14	15	24	27
2202	27-Sep-22	11	19	20	22	27	32
2203	29-Sep-22	17	26	34	37	38	40
2204	1-Oct-22	04	09	13	14	37	42
2205	4-Oct-22	06	29	32	35	38	40
2206	6-Oct-22	09	10	14	16	28	39
2207	8-Oct-22	12	23	32	33	39	42
2208	11-Oct-22	02	06	08	21	23	40
2209	13-Oct-22	06	19	20	31	35	39
2210	15-Oct-22	09	17	19	20	29	31
2211	18-Oct-22	04	05	27	35	37	42
2212	20-Oct-22	01	02	19	22	25	33
2213	22-Oct-22	03	20	22	31	34	39
2214	25-Oct-22	01	08	10	16	28	30
2215	27-Oct-22	01	03	09	19	24	40
2216	29-Oct-22	02	13	23	25	31	37
2217	1-Nov-22	07	08	09	36	37	39
2218	3-Nov-22	05	10	13	21	28	33
2219	5-Nov-22	08	14	25	29	31	32
2220	8-Nov-22	05	06	07	09	19	29
2221	10-Nov-22	15	17	31	32	40	41
2222	12-Nov-22	01	02	16	25	30	32
2223	15-Nov-22	04	13	16	28	36	40
2224	17-Nov-22	01	02	03	13	33	37
2225	19-Nov-22	14	19	28	29	34	36
2226	22-Nov-22	05	08	09	13	26	32
2227	24-Nov-22	25	27	30	33	36	40
2228	26-Nov-22	14	20	26	28	37	42
2229	29-Nov-22	15	16	18	19	37	38
2230	1-Dec-22	03	04	18	20	24	28
2231	3-Dec-22	09	10	19	22	32	34
2232	6-Dec-22	02	08	19	25	29	41
2233	8-Dec-22	09	10	11	22	29	39
2234	10-Dec-22	04	07	13	15	16	28
2235	13-Dec-22	02	03	30	31	33	34
2236	15-Dec-22	01	18	21	27	28	29
2237	17-Dec-22	03	04	17	23	38	41
2238	20-Dec-22	09	13	15	24	32	42
2239	22-Dec-22	05	08	16	19	33	41
2240	24-Dec-22	04	08	09	17	40	42
2241	27-Dec-22	03	10	16	26	37	42
2242	29-Dec-22	05	09	19	26	27	31
2243	31-Dec-22	01	03	07	17	21	27
2244	3-Jan-23	13	25	28	36	39	40
2245	5-Jan-23	09	15	32	36	37	39
2246	7-Jan-23	05	06	13	18	35	39
2247	10-Jan-23	01	04	08	16	26	29
2248	12-Jan-23	05	07	20	31	33	42
2249	14-Jan-23	05	12	31	34	37	41
2250	17-Jan-23	02	06	07	24	33	34
2251	19-Jan-23	01	05	11	23	29	31
2252	21-Jan-23	09	11	15	19	25	32
2253	24-Jan-23	03	14	30	35	40	42
2254	26-Jan-23	04	05	12	17	18	24
2255	28-Jan-23	01	14	20	23	26	37
2256	31-Jan-23	08	20	25	29	31	41
2257	2-Feb-23	02	04	16	19	27	29
2258	4-Feb-23	01	04	23	24	27	30
2259	7-Feb-23	14	21	22	27	30	42
2260	9-Feb-23	17	18	20	21	26	28
2261	11-Feb-23	01	19	21	34	35	39
2262	14-Feb-23	10	13	16	19	26	39
2263	16-Feb-23	02	27	31	35	38	42
2264	18-Feb-23	20	21	25	33	36	39
2265	21-Feb-23	03	16	30	36	39	41
2266	23-Feb-23	02	20	21	26	40	41
2267	25-Feb-23	09	19	28	32	34	37
2268	28-Feb-23	07	08	11	14	22	26
2269	2-Mar-23	09	19	21	23	28	36
2270	4-Mar-23	03	06	18	26	35	37
2271	7-Mar-23	03	05	07	16	34	42
2272	9-Mar-23	06	11	17	18	26	29
2273	11-Mar-23	03	09	12	18	22	33
2274	14-Mar-23	02	13	29	30	36	38
2275	16-Mar-23	15	17	18	21	34	35
2276	18-Mar-23	08	12	13	34	35	37
2277	21-Mar-23	02	03	13	19	23	24
2278	23-Mar-23	05	15	16	22	33	37
2279	25-Mar-23	07	17	20	33	34	39
2280	28-Mar-23	02	05	20	22	35	42
2281	30-Mar-23	13	20	22	37	38	42
2282	1-Apr-23	03	10	13	25	31	40
2283	4-Apr-23	04	16	33	36	37	42
2284	11-Apr-23	07	16	24	31	33	34
2285	13-Apr-23	04	05	19	30	37	42
2286	15-Apr-23	13	16	19	23	24	42
2287	18-Apr-23	01	21	23	36	37	42
2288	20-Apr-23	01	16	17	34	35	39
2289	22-Apr-23	03	15	18	24	27	40
2290	25-Apr-23	02	03	05	16	24	40
2291	27-Apr-23	09	11	35	36	38	42
2292	29-Apr-23	08	13	20	24	27	31
2293	2-May-23	06	08	11	28	32	42
2294	4-May-23	01	04	06	11	19	22
2295	6-May-23	02	04	24	26	28	35
2296	9-May-23	11	19	23	24	31	41
2297	11-May-23	01	07	08	19	26	36
2298	13-May-23	02	09	13	22	33	38
2299	16-May-23	01	04	09	25	28	41
2300	18-May-23	01	05	15	21	27	41
2301	20-May-23	02	18	21	22	36	39
2302	23-May-23	16	22	24	36	37	41
2303	25-May-23	15	18	21	35	37	41
2304	27-May-23	05	21	23	34	37	38
2305	30-May-23	07	08	15	19	27	39
2306	1-Jun-23	06	23	26	29	37	40
2307	3-Jun-23	03	07	10	12	20	28
2308	6-Jun-23	03	04	15	24	25	30
2309	8-Jun-23	06	07	11	36	40	41
2310	10-Jun-23	12	19	21	37	38	39
2311	13-Jun-23	08	09	16	32	36	40
2312	15-Jun-23	02	10	14	26	27	29
2313	17-Jun-23	08	10	13	21	26	35
2314	20-Jun-23	08	10	14	21	23	36
2315	22-Jun-23	09	19	26	31	32	38
2316	24-Jun-23	06	15	20	27	33	37
2317	27-Jun-23	16	19	20	27	28	39
2318	29-Jun-23	04	06	09	18	37	38
2319	1-Jul-23	12	13	14	18	22	25
2320	4-Jul-23	10	18	19	25	27	31
2321	6-Jul-23	05	08	29	33	39	41
2322	8-Jul-23	03	08	12	21	26	28
2323	11-Jul-23	07	19	21	23	36	41
2324	13-Jul-23	02	04	10	13	36	38
2325	15-Jul-23	05	16	18	35	36	39
2326	18-Jul-23	04	07	14	18	27	36
2327	20-Jul-23	18	19	22	23	28	36
2328	22-Jul-23	08	14	19	26	27	38
2329	25-Jul-23	07	12	13	29	36	37
2330	27-Jul-23	05	12	13	19	29	34
2331	29-Jul-23	08	12	13	21	28	41
2332	1-Aug-23	06	25	33	35	40	42
2333	3-Aug-23	06	14	16	21	22	29
2334	5-Aug-23	20	24	34	35	36	39
2335	8-Aug-23	14	23	24	36	37	41
2336	10-Aug-23	04	05	15	18	26	31
2337	12-Aug-23	10	12	13	24	31	36
2338	15-Aug-23	01	13	17	18	20	22
2339	17-Aug-23	07	09	10	22	27	36
2340	19-Aug-23	08	24	25	30	35	39
2341	22-Aug-23	10	14	18	21	24	38
2342	24-Aug-23	08	19	21	31	36	38
2343	26-Aug-23	12	22	23	32	40	41
2344	29-Aug-23	01	04	10	15	34	39
2345	31-Aug-23	06	07	10	11	21	29
2346	2-Sep-23	11	22	23	29	32	34
2347	5-Sep-23	13	21	25	27	32	40
2348	7-Sep-23	03	10	15	19	27	31
2349	9-Sep-23	03	09	11	19	35	41
2350	12-Sep-23	03	05	14	17	26	33
2351	14-Sep-23	03	04	06	13	27	35
2352	16-Sep-23	04	29	30	32	39	42
2353	19-Sep-23	04	05	11	24	33	34
2354	21-Sep-23	10	14	17	19	25	42
2355	23-Sep-23	13	15	22	27	36	38
2356	26-Sep-23	08	10	28	32	34	35
2357	28-Sep-23	05	11	20	22	28	42
2358	30-Sep-23	10	29	32	38	39	42
2359	3-Oct-23	05	08	10	13	20	42
2360	5-Oct-23	21	24	25	26	35	42
2361	7-Oct-23	08	17	21	28	38	42
2362	10-Oct-23	01	03	04	13	39	41
2363	12-Oct-23	06	13	25	34	41	42
2364	14-Oct-23	16	23	25	26	37	41
2365	17-Oct-23	14	21	22	30	38	40
2366	19-Oct-23	05	08	11	16	25	34
2367	21-Oct-23	02	03	14	17	22	39
2368	24-Oct-23	05	11	20	31	34	36
2369	26-Oct-23	04	16	27	33	35	37
2370	28-Oct-23	04	05	18	22	24	32
2371	31-Oct-23	03	09	29	36	40	41
2372	2-Nov-23	01	05	27	29	33	38
2373	4-Nov-23	05	06	07	11	26	34
2374	7-Nov-23	08	17	21	26	29	37
2375	9-Nov-23	03	05	07	16	38	39
2376	11-Nov-23	03	11	16	17	26	28
2377	14-Nov-23	01	08	12	18	21	28
2378	16-Nov-23	10	13	14	22	31	38
2379	18-Nov-23	07	18	20	21	35	36
2380	21-Nov-23	03	08	25	27	35	39
2381	23-Nov-23	06	14	18	26	31	32
2382	25-Nov-23	07	08	25	32	33	39
2383	28-Nov-23	05	07	23	35	37	41
2384	30-Nov-23	29	30	36	37	38	41
2385	2-Dec-23	15	22	26	29	30	31
2386	5-Dec-23	10	16	19	25	40	41
2387	7-Dec-23	02	11	12	16	18	33
2388	9-Dec-23	01	02	12	15	25	26
2389	12-Dec-23	02	04	05	17	22	42
2390	14-Dec-23	03	05	10	11	13	18
2391	16-Dec-23	14	27	31	34	38	42
2392	19-Dec-23	05	06	21	23	31	32
2393	21-Dec-23	07	13	20	23	30	41
2394	23-Dec-23	06	11	32	33	37	38
2395	26-Dec-23	01	07	08	09	17	32
2396	28-Dec-23	01	04	11	18	28	34
2397	30-Dec-23	05	09	11	12	18	35
2398	2-Jan-24	04	07	10	14	22	29
2399	4-Jan-24	01	09	10	16	22	42
2400	6-Jan-24	09	10	14	21	30	34
2401	9-Jan-24	04	17	19	23	36	39
2402	11-Jan-24	05	09	19	20	26	34
2403	13-Jan-24	04	14	15	17	30	42
2404	16-Jan-24	03	07	18	22	29	30
2405	18-Jan-24	03	04	06	08	10	41
2406	20-Jan-24	04	10	24	28	33	42
2407	23-Jan-24	06	13	15	20	24	37
2408	25-Jan-24	05	10	26	28	31	40
2409	27-Jan-24	14	25	31	36	40	42
2410	30-Jan-24	04	16	19	20	38	40
2411	1-Feb-24	03	13	14	19	31	35
2412	3-Feb-24	04	09	18	23	26	33
2413	6-Feb-24	14	20	23	27	28	31
2414	8-Feb-24	02	10	20	22	23	27
2415	10-Feb-24	07	11	13	16	27	37
2416	13-Feb-24	11	13	17	19	23	31
2417	15-Feb-24	04	09	20	22	28	38
2418	17-Feb-24	05	09	13	14	18	29
2419	20-Feb-24	01	11	16	17	22	29
2420	22-Feb-24	05	07	17	21	22	36
2421	24-Feb-24	01	12	19	27	32	40
2422	27-Feb-24	26	31	32	39	40	41
2423	29-Feb-24	03	05	21	30	33	41
2424	2-Mar-24	02	03	04	17	35	36
2425	5-Mar-24	03	18	24	35	40	41
2426	7-Mar-24	03	10	12	28	29	37
2427	07-Mar-24	03	10	12	28	29	37
2428	9-Mar-24	02	12	17	21	24	30
2429	12-Mar-24	05	08	20	23	28	34
2430	14-Mar-24	07	09	30	32	33	41
2431	16-Mar-24	15	17	22	28	30	31
2432	19-Mar-24	07	09	11	14	18	27
2433	21-Mar-24	07	09	10	12	13	14
2434	23-Mar-24	04	22	31	35	37	39
2435	26-Mar-24	12	17	23	27	30	40
2436	2-Apr-24	01	09	21	24	33	42
2437	4-Apr-24	06	26	31	36	39	40
2438	6-Apr-24	03	06	08	25	28	33
2439	9-Apr-24	05	06	12	18	28	37
2440	11-Apr-24	02	08	12	37	41	42
2441	13-Apr-24	13	26	33	39	40	42
2442	16-Apr-24	18	26	31	34	35	41
2443	18-Apr-24	04	10	15	18	28	35
2444	20-Apr-24	14	26	29	31	39	40
2445	23-Apr-24	08	14	23	31	34	36
2446	25-Apr-24	08	14	31	35	37	41
2447	27-Apr-24	02	06	10	13	19	30
2448	30-Apr-24	05	08	10	24	37	41
2449	2-May-24	01	02	04	23	25	39
2450	4-May-24	05	16	30	37	38	41
2451	7-May-24	02	04	05	07	09	25
2452	9-May-24	06	13	15	16	18	33
2453	11-May-24	10	14	17	22	24	36
2454	14-May-24	15	17	19	26	36	39
2455	16-May-24	03	05	11	22	23	24
2456	18-May-24	08	10	24	25	36	39
2457	21-May-24	09	10	11	34	36	39
2458	23-May-24	21	24	26	29	37	38
2459	25-May-24	03	17	20	35	36	39
2460	28-May-24	01	07	09	12	33	38
2461	30-May-24	04	21	22	32	33	34
2462	1-Jun-24	02	06	16	22	25	36
2463	4-Jun-24	11	16	33	38	41	42
2464	6-Jun-24	05	13	17	22	23	25
2465	8-Jun-24	21	22	27	33	35	36
2466	11-Jun-24	07	08	24	26	27	31
2467	13-Jun-24	06	09	11	28	30	37
2468	15-Jun-24	07	13	14	16	22	36
2469	18-Jun-24	03	06	19	29	37	38
2470	20-Jun-24	07	12	15	16	18	35
2471	22-Jun-24	04	07	11	25	27	30
2472	25-Jun-24	01	06	11	29	31	40
2473	27-Jun-24	18	21	25	27	30	33
2474	29-Jun-24	04	19	28	34	40	42
2475	2-Jul-24	02	03	20	21	30	41
2476	4-Jul-24	03	12	16	17	30	35
2477	6-Jul-24	03	08	12	32	33	39
2478	9-Jul-24	12	16	32	35	40	41
2479	11-Jul-24	07	08	11	23	36	41
2480	13-Jul-24	08	12	20	23	30	41
2481	16-Jul-24	03	06	17	19	32	34
2482	18-Jul-24	11	18	19	25	27	40
2483	20-Jul-24	15	17	23	27	29	41
2484	22-Jul-24	07	13	19	20	25	41
2485	25-Jul-24	12	16	18	29	31	33
